slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
lillada01,Damian Lillard,PORTLAND TRAIL BLAZERS,HOME,HOUSTON ROCKETS,WIN,2481,11,28,5,13,5,5,1,4,9,1,0,5,1,20.6
hillge01,George Hill,OKLAHOMA CITY THUNDER,AWAY,CHARLOTTE HORNETS,WIN,1443,8,9,4,4,1,2,1,3,3,1,0,1,2,20.4
sabondo01,Domantas Sabonis,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,2036,8,11,0,1,6,11,1,9,11,1,0,5,6,20.2
rosste01,Terrence Ross,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1686,9,14,3,6,4,4,0,2,1,2,0,2,0,20.1
moranja01,Ja Morant,MEMPHIS GRIZZLIES,HOME,ATLANTA HAWKS,LOSS,2011,10,21,2,7,6,8,1,2,7,0,1,2,4,19.8
foxde01,De'Aaron Fox,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,2094,7,14,3,7,7,8,1,3,7,1,2,5,2,19.7
drumman01,Andre Drummond,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,WIN,2620,7,21,0,2,9,14,2,14,5,4,3,4,2,19.5
wrighde01,Delon Wright,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,LOSS,2532,5,9,2,3,7,9,3,3,4,0,1,1,0,19.4
randlju01,Julius Randle,NEW YORK KNICKS,HOME,PHILADELPHIA 76ERS,LOSS,2075,11,15,2,2,1,2,3,4,3,1,0,4,4,19.3
griffbl01,Blake Griffin,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,LOSS,2660,9,21,8,16,0,0,0,6,4,3,0,3,1,19.1
fultzma01,Markelle Fultz,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1865,7,13,0,2,7,8,2,2,7,1,0,2,3,19.0
millspa02,Patty Mills,SAN ANTONIO SPURS,HOME,TORONTO RAPTORS,WIN,1778,8,9,5,6,0,0,1,0,3,0,0,1,2,18.9
warretj01,T.J. Warren,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,1619,10,16,0,2,3,4,2,4,3,0,0,0,3,18.9
oladivi01,Victor Oladipo,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,1503,8,12,5,5,1,1,0,7,1,2,0,2,2,18.8
anderky01,Kyle Anderson,MEMPHIS GRIZZLIES,HOME,ATLANTA HAWKS,LOSS,2186,8,15,2,6,2,2,1,13,1,0,2,0,2,18.6
vucevni01,Nikola Vučević,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1865,8,20,2,7,4,4,3,14,3,2,0,3,1,18.2
curryse01,Seth Curry,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,1793,6,8,3,4,2,2,0,4,3,1,0,0,0,18.1
osmande01,Cedi Osman,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,WIN,1556,7,12,4,7,4,6,0,4,0,1,0,0,1,17.4
goberru01,Rudy Gobert,UTAH JAZZ,HOME,MINNESOTA TIMBERWOLVES,LOSS,1743,7,10,0,0,4,6,7,9,2,0,1,4,4,17.1
bryanth01,Thomas Bryant,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,1804,8,11,3,5,0,0,0,5,1,0,0,0,2,15.9
brogdma01,Malcolm Brogdon,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,1732,8,14,1,4,1,1,0,2,6,1,0,1,1,15.8
crowdja01,Jae Crowder,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,LOSS,1964,7,13,3,8,0,0,1,7,2,1,0,0,1,15.5
gilgesh01,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,AWAY,CHARLOTTE HORNETS,WIN,2062,8,20,1,6,7,10,2,5,9,0,1,5,4,15.3
clarkjo01,Jordan Clarkson,UTAH JAZZ,HOME,MINNESOTA TIMBERWOLVES,LOSS,1385,8,17,2,6,5,6,1,2,0,0,0,0,0,15.2
huertke01,Kevin Huerter,ATLANTA HAWKS,AWAY,MEMPHIS GRIZZLIES,WIN,1596,8,12,4,5,1,1,0,2,4,1,0,3,5,15.2
burksal01,Alec Burks,NEW YORK KNICKS,HOME,PHILADELPHIA 76ERS,LOSS,1842,6,13,4,6,6,6,0,5,3,2,1,5,4,15.0
simmobe01,Ben Simmons,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,1973,5,9,0,0,5,8,1,8,6,1,2,3,4,14.6
bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,AWAY,CHARLOTTE HORNETS,WIN,1976,7,12,1,5,0,0,1,9,1,1,2,1,1,14.5
russeda01,D'Angelo Russell,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,WIN,2051,9,21,3,6,4,8,0,2,6,1,0,2,4,14.5
huntede01,De'Andre Hunter,ATLANTA HAWKS,AWAY,MEMPHIS GRIZZLIES,WIN,2119,5,11,2,4,3,3,1,10,3,0,2,1,3,14.3
roziete01,Terry Rozier,CHARLOTTE HORNETS,HOME,OKLAHOMA CITY THUNDER,LOSS,1878,5,15,2,7,7,9,1,2,2,2,1,0,2,14.3
edwaran01,Anthony Edwards,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,WIN,1340,8,12,2,3,0,0,0,1,1,2,0,0,4,14.2
harrito02,Tobias Harris,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,1810,7,14,2,5,1,2,2,3,2,0,2,0,2,13.9
washipj01,P.J. Washington,CHARLOTTE HORNETS,HOME,OKLAHOMA CITY THUNDER,LOSS,1749,7,15,1,3,3,6,2,6,1,2,3,2,3,13.9
culveja01,Jarrett Culver,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,WIN,1184,5,7,3,3,1,2,3,3,0,1,0,0,3,13.5
westbru01,Russell Westbrook,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,2159,6,19,0,4,3,4,2,13,12,2,0,5,3,13.2
lowryky01,Kyle Lowry,TORONTO RAPTORS,AWAY,SAN ANTONIO SPURS,LOSS,2128,6,15,2,6,2,2,0,0,10,2,0,2,5,12.9
robinmi01,Mitchell Robinson,NEW YORK KNICKS,HOME,PHILADELPHIA 76ERS,LOSS,1499,5,8,0,0,1,2,5,4,0,1,2,0,3,12.9
dortlu01,Luguentz Dort,OKLAHOMA CITY THUNDER,AWAY,CHARLOTTE HORNETS,WIN,2074,5,12,1,4,4,4,2,3,2,1,1,0,3,12.8
siakapa01,Pascal Siakam,TORONTO RAPTORS,AWAY,SAN ANTONIO SPURS,LOSS,2582,6,16,0,5,4,4,2,13,8,1,1,5,5,12.8
townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,WIN,1794,6,19,1,5,3,3,3,9,3,1,4,2,3,12.6
muscami01,Mike Muscala,OKLAHOMA CITY THUNDER,AWAY,CHARLOTTE HORNETS,WIN,1090,5,8,2,4,2,2,0,2,1,2,0,0,3,12.5
gordoaa01,Aaron Gordon,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1779,6,12,1,2,2,4,1,8,3,0,0,0,3,12.2
conlemi01,Mike Conley,UTAH JAZZ,HOME,MINNESOTA TIMBERWOLVES,LOSS,2013,6,13,2,7,6,8,0,6,4,1,0,4,5,12.1
bridgmi02,Miles Bridges,CHARLOTTE HORNETS,HOME,OKLAHOMA CITY THUNDER,LOSS,1387,5,8,4,4,0,0,3,2,0,1,2,2,4,11.9
valanjo01,Jonas Valančiūnas,MEMPHIS GRIZZLIES,HOME,ATLANTA HAWKS,LOSS,1736,2,6,1,3,8,10,2,10,4,1,1,4,5,11.7
knighna01,Nathan Knight,ATLANTA HAWKS,AWAY,MEMPHIS GRIZZLIES,WIN,515,4,5,2,3,4,5,1,2,0,0,0,1,1,11.6
mitchdo01,Donovan Mitchell,UTAH JAZZ,HOME,MINNESOTA TIMBERWOLVES,LOSS,2236,6,23,2,9,7,9,1,1,5,3,2,3,2,11.6
bjeline01,Nemanja Bjelica,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,939,5,6,0,0,2,2,1,0,2,0,1,0,3,11.4
collijo01,John Collins,ATLANTA HAWKS,AWAY,MEMPHIS GRIZZLIES,WIN,1638,4,9,0,3,5,5,3,7,0,1,2,2,4,11.3
satorto01,Tomáš Satoranský,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,1494,2,5,0,1,2,2,2,2,9,2,1,3,0,11.3
anunoog01,OG Anunoby,TORONTO RAPTORS,AWAY,SAN ANTONIO SPURS,LOSS,2144,3,6,2,5,2,4,1,5,1,2,1,0,2,11.0
allengr01,Grayson Allen,MEMPHIS GRIZZLIES,HOME,ATLANTA HAWKS,LOSS,1768,2,6,1,5,5,5,3,1,2,0,0,0,0,10.4
valende01,Denzel Valentine,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,774,4,6,3,4,0,0,0,1,0,1,1,0,0,10.4
bookede01,Devin Booker,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,LOSS,2295,10,21,3,7,3,3,0,3,3,1,0,7,5,10.3
kanteen01,Enes Kanter,PORTLAND TRAIL BLAZERS,HOME,HOUSTON ROCKETS,WIN,1095,4,5,0,0,2,2,4,5,0,0,1,2,2,10.3
grahade01,Devonte' Graham,CHARLOTTE HORNETS,HOME,OKLAHOMA CITY THUNDER,LOSS,2030,4,16,3,7,3,5,1,2,10,1,0,2,2,10.1
murrade01,Dejounte Murray,SAN ANTONIO SPURS,HOME,TORONTO RAPTORS,WIN,1799,5,15,0,3,1,1,2,8,10,0,0,2,3,10.1
tateja01,Jae'Sean Tate,HOUSTON ROCKETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2234,5,9,1,4,2,2,1,3,2,1,0,1,4,10.1
nurkiju01,Jusuf Nurkić,PORTLAND TRAIL BLAZERS,HOME,HOUSTON ROCKETS,WIN,2085,5,11,0,2,2,6,3,8,6,0,1,3,3,9.9
mcderdo01,Doug McDermott,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,1328,5,8,2,4,0,0,2,6,0,0,0,1,2,9.8
whiteha01,Hassan Whiteside,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,916,4,5,0,0,0,2,2,6,1,1,2,1,2,9.8
loveke01,Kevin Love,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,WIN,2253,4,12,3,8,4,5,1,8,3,0,0,3,1,9.6
baynear01,Aron Baynes,TORONTO RAPTORS,AWAY,SAN ANTONIO SPURS,LOSS,1184,6,11,1,4,0,0,3,4,1,0,0,1,3,9.5
turnemy01,Myles Turner,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,1513,4,8,1,4,0,0,0,5,1,2,4,1,4,9.4
beaslma01,Malik Beasley,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,WIN,2322,7,17,1,4,3,3,2,4,0,1,0,2,3,9.3
bridgmi01,Mikal Bridges,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,LOSS,1609,4,8,1,5,0,0,1,2,1,1,3,0,2,9.3
aytonde01,Deandre Ayton,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,LOSS,1796,3,5,0,0,3,5,4,8,2,0,1,2,5,9.2
ballla01,LaMelo Ball,CHARLOTTE HORNETS,HOME,OKLAHOMA CITY THUNDER,LOSS,919,5,10,2,4,1,2,2,3,1,1,0,2,1,9.2
fournev01,Evan Fournier,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1737,4,8,1,5,4,5,1,4,0,2,0,2,4,8.9
markkla01,Lauri Markkanen,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,1629,6,14,2,8,2,3,2,7,0,0,0,2,2,8.9
greenda02,Danny Green,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,1682,2,6,2,6,0,0,1,4,3,4,0,1,2,8.8
howardw01,Dwight Howard,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,924,4,7,0,0,1,1,3,3,0,1,1,0,4,8.8
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,HOME,TORONTO RAPTORS,WIN,1723,5,14,1,5,1,2,1,5,4,0,1,0,2,8.7
bongais01,Isaac Bonga,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,1200,4,5,2,3,0,0,0,0,2,0,2,1,3,8.7
haywago01,Gordon Hayward,CHARLOTTE HORNETS,HOME,OKLAHOMA CITY THUNDER,LOSS,2081,5,13,0,5,2,3,0,5,7,2,0,3,3,8.7
holmeri01,Richaun Holmes,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,1442,3,5,0,0,5,5,3,6,1,1,0,4,4,8.7
baglema01,Marvin Bagley,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,1242,5,10,0,1,3,7,6,5,1,0,0,3,3,8.6
lavinza01,Zach LaVine,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,1730,6,13,3,6,2,2,0,1,2,1,0,3,4,8.4
rubiori01,Ricky Rubio,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,WIN,1602,3,8,1,3,2,2,0,4,6,1,0,1,4,8.4
konchjo01,John Konchar,MEMPHIS GRIZZLIES,HOME,ATLANTA HAWKS,LOSS,939,1,3,1,3,4,4,1,3,0,2,1,1,1,8.2
netora01,Raul Neto,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,549,4,4,3,3,0,0,0,0,0,0,0,1,2,8.0
biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,HOME,OKLAHOMA CITY THUNDER,LOSS,1819,2,7,0,0,1,2,3,6,4,0,2,0,2,7.8
mccontj01,T.J. McConnell,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,1148,2,5,0,0,0,0,2,1,8,3,0,3,2,7.8
mykhasv01,Sviatoslav Mykhailiuk,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,LOSS,1414,4,9,1,6,3,3,0,3,2,2,0,3,2,7.8
plumlma01,Mason Plumlee,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,LOSS,1967,3,6,0,1,0,0,2,7,5,3,0,3,6,7.6
anthoco01,Cole Anthony,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1015,4,11,1,4,0,0,1,4,5,0,0,0,2,7.5
nwabada01,David Nwaba,HOUSTON ROCKETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1606,4,10,0,3,2,2,1,1,0,1,2,0,2,7.2
barneha02,Harrison Barnes,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,2048,5,14,0,2,1,1,1,10,2,0,1,2,0,7.0
houseda01,Danuel House,HOUSTON ROCKETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2287,3,8,1,4,4,6,0,3,1,1,0,1,1,7.0
covinro01,Robert Covington,PORTLAND TRAIL BLAZERS,HOME,HOUSTON ROCKETS,WIN,2308,3,7,1,4,2,2,1,7,0,2,0,2,3,6.9
martica02,Caleb Martin,CHARLOTTE HORNETS,HOME,OKLAHOMA CITY THUNDER,LOSS,923,4,8,1,2,1,1,0,1,0,2,0,1,1,6.9
okogijo01,Josh Okogie,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,WIN,1893,4,8,0,1,0,0,3,3,2,0,1,1,3,6.9
poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,HOME,TORONTO RAPTORS,WIN,1127,2,4,0,0,0,1,4,3,5,0,0,2,0,6.8
knoxke01,Kevin Knox,NEW YORK KNICKS,HOME,PHILADELPHIA 76ERS,LOSS,1713,3,6,1,3,0,0,3,1,3,0,0,1,2,6.7
arcidry01,Ryan Arcidiacono,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,506,1,3,0,1,3,3,0,3,2,1,0,0,0,6.6
robingl02,Glenn Robinson,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,921,4,6,0,1,0,0,0,3,0,0,1,0,1,6.6
simonan01,Anfernee Simons,PORTLAND TRAIL BLAZERS,HOME,HOUSTON ROCKETS,WIN,591,2,5,2,5,1,2,0,1,0,1,2,0,0,6.6
birchkh01,Khem Birch,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1015,4,6,0,0,0,0,0,5,1,0,0,0,3,6.4
onealro01,Royce O'Neale,UTAH JAZZ,HOME,MINNESOTA TIMBERWOLVES,LOSS,2048,2,4,1,2,0,0,3,10,1,0,0,2,1,6.4
brownst02,Sterling Brown,HOUSTON ROCKETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1212,4,5,2,3,0,0,0,1,0,0,0,1,3,6.2
jonesde02,Derrick Jones,PORTLAND TRAIL BLAZERS,HOME,HOUSTON ROCKETS,WIN,2184,2,4,0,0,2,4,2,4,1,1,1,0,5,6.2
cartewe01,Wendell Carter,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,1641,2,10,0,1,5,6,3,3,2,0,2,1,3,6.0
exumda01,Dante Exum,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,WIN,789,2,3,0,1,0,0,0,3,4,0,0,0,1,6.0
payneca01,Cameron Payne,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,LOSS,913,4,7,0,1,0,0,0,1,4,1,0,2,2,6.0
walkelo01,Lonnie Walker,SAN ANTONIO SPURS,HOME,TORONTO RAPTORS,WIN,1493,6,14,2,8,0,1,1,3,2,0,0,2,3,6.0
johnske04,Keldon Johnson,SAN ANTONIO SPURS,HOME,TORONTO RAPTORS,WIN,1707,5,15,0,2,2,2,2,7,0,1,1,2,2,5.9
templga01,Garrett Temple,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,1191,2,7,2,4,0,0,1,1,2,2,0,0,1,5.9
diallha01,Hamidou Diallo,OKLAHOMA CITY THUNDER,AWAY,CHARLOTTE HORNETS,WIN,1180,3,8,0,1,2,3,2,4,2,1,0,2,1,5.8
brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,HOME,ATLANTA HAWKS,LOSS,1836,8,23,3,11,0,0,0,2,2,2,0,2,6,5.7
horfoal01,Al Horford,OKLAHOMA CITY THUNDER,AWAY,CHARLOTTE HORNETS,WIN,1713,1,5,0,2,1,1,0,13,3,0,1,1,0,5.6
whiteco01,Coby White,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,1497,4,10,4,7,0,0,1,1,3,0,1,4,2,5.6
willike04,Kenrich Williams,OKLAHOMA CITY THUNDER,AWAY,CHARLOTTE HORNETS,WIN,980,1,3,1,2,2,2,1,2,2,1,1,1,3,5.5
hieldbu01,Buddy Hield,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,2081,4,14,2,7,4,6,1,3,0,1,0,1,3,5.4
vassede01,Devin Vassell,SAN ANTONIO SPURS,HOME,TORONTO RAPTORS,WIN,713,3,5,1,1,0,0,0,5,1,1,1,2,3,5.4
bacondw01,Dwayne Bacon,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1221,2,3,2,2,0,0,0,1,1,1,0,1,1,5.3
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,AWAY,MEMPHIS GRIZZLIES,WIN,1933,2,10,1,9,2,2,1,8,2,1,0,1,0,5.3
reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,AWAY,UTAH JAZZ,WIN,1056,3,8,2,4,0,0,0,2,2,1,0,1,1,5.2
cartemi01,Michael Carter-Williams,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1116,3,4,1,2,1,2,2,1,2,0,0,3,3,4.9
okafoja01,Jahlil Okafor,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,LOSS,1107,3,4,0,0,0,0,1,3,0,0,0,0,3,4.8
avdijde01,Deni Avdija,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,880,2,2,1,1,0,1,0,3,2,0,0,0,4,4.7
holidju01,Justin Holiday,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,1885,2,5,0,3,1,2,0,2,2,2,0,0,3,4.7
johnsca02,Cameron Johnson,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,LOSS,1503,3,10,2,8,0,0,1,1,1,1,0,0,1,4.5
jacksjo02,Josh Jackson,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,LOSS,1122,2,6,0,3,2,2,0,8,1,1,1,3,0,4.4
porteot01,Otto Porter,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,1147,4,12,1,5,1,1,1,5,2,0,0,2,1,4.4
favorde01,Derrick Favors,UTAH JAZZ,HOME,MINNESOTA TIMBERWOLVES,LOSS,1076,1,3,0,0,3,4,2,4,2,1,0,2,4,4.3
thomama02,Matt Thomas,TORONTO RAPTORS,AWAY,SAN ANTONIO SPURS,LOSS,1131,3,8,2,5,0,0,0,3,1,0,0,1,0,4.2
banede01,Desmond Bane,MEMPHIS GRIZZLIES,HOME,ATLANTA HAWKS,LOSS,1341,2,2,2,2,0,0,0,1,0,0,0,0,4,4.1
lylestr01,Trey Lyles,SAN ANTONIO SPURS,HOME,TORONTO RAPTORS,WIN,248,1,1,1,1,0,0,1,0,1,0,0,0,0,4.1
smithis01,Ish Smith,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,1339,4,9,0,1,0,3,0,4,3,0,0,1,1,4.0
willipa01,Patrick Williams,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,1324,2,6,1,1,4,4,1,1,1,0,1,4,0,4.0
lopezro01,Robin Lopez,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,1076,1,2,0,0,2,4,1,2,0,0,1,0,1,3.8
bertada01,Dāvis Bertāns,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,1186,3,11,2,10,1,3,1,0,1,1,0,0,1,3.7
bogdabo02,Bojan Bogdanović,UTAH JAZZ,HOME,MINNESOTA TIMBERWOLVES,LOSS,2043,3,16,1,5,2,2,3,4,1,0,1,0,0,3.7
gaffoda01,Daniel Gafford,CHICAGO BULLS,HOME,INDIANA PACERS,LOSS,717,1,3,0,0,1,2,2,2,0,0,1,0,0,3.6
hillso01,Solomon Hill,ATLANTA HAWKS,AWAY,MEMPHIS GRIZZLIES,WIN,778,2,5,1,2,1,1,1,1,0,0,0,0,2,3.5
noelne01,Nerlens Noel,NEW YORK KNICKS,HOME,PHILADELPHIA 76ERS,LOSS,958,2,5,0,0,0,1,1,3,1,1,1,1,1,3.5
gayru01,Rudy Gay,SAN ANTONIO SPURS,HOME,TORONTO RAPTORS,WIN,1625,2,6,1,4,3,4,1,4,2,0,0,3,3,3.3
mcgeeja01,JaVale McGee,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,WIN,860,4,7,1,1,2,4,0,2,0,0,0,2,6,3.1
hoodro01,Rodney Hood,PORTLAND TRAIL BLAZERS,HOME,HOUSTON ROCKETS,WIN,945,1,2,1,2,0,0,0,0,1,2,0,1,2,2.9
fernabr01,Bruno Fernando,ATLANTA HAWKS,AWAY,MEMPHIS GRIZZLIES,WIN,1032,0,1,0,0,0,0,2,8,3,0,0,2,1,2.8
nancela02,Larry Nance,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,WIN,1470,0,3,0,2,0,0,2,5,2,2,0,1,1,2.8
martike03,Kelan Martin,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,125,1,1,0,0,0,0,0,0,0,1,0,0,0,2.7
halibty01,Tyrese Haliburton,SACRAMENTO KINGS,HOME,PHOENIX SUNS,WIN,1569,1,4,0,3,0,0,0,2,5,0,1,1,2,2.6
goodwbr01,Brandon Goodwin,ATLANTA HAWKS,AWAY,MEMPHIS GRIZZLIES,WIN,718,1,4,1,2,2,4,1,0,0,0,0,0,0,2.5
okekech01,Chuma Okeke,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1101,1,4,0,1,1,2,1,2,2,0,0,0,1,2.5
anthoca01,Carmelo Anthony,PORTLAND TRAIL BLAZERS,HOME,HOUSTON ROCKETS,WIN,1226,2,9,1,2,0,0,0,1,2,2,0,0,2,2.4
holidaa01,Aaron Holiday,INDIANA PACERS,AWAY,CHICAGO BULLS,WIN,1136,3,10,0,3,0,0,0,2,2,3,0,2,2,2.4
inglejo01,Joe Ingles,UTAH JAZZ,HOME,MINNESOTA TIMBERWOLVES,LOSS,1552,3,8,2,5,2,2,1,1,0,0,0,3,3,2.4
bullore01,Reggie Bullock,NEW YORK KNICKS,HOME,PHILADELPHIA 76ERS,LOSS,1643,2,7,1,4,1,2,0,3,2,0,0,0,4,2.2
miltosh01,Shake Milton,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,1352,4,8,0,2,2,2,0,1,0,0,0,3,3,2.1
tuckepj01,P.J. Tucker,HOUSTON ROCKETS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2551,3,10,1,4,0,2,3,8,1,1,1,4,3,2.1
maxeyty01,Tyrese Maxey,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,529,1,4,0,0,0,0,1,1,3,0,0,1,0,1.7
