slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
duranke01,Kevin Durant,GOLDEN STATE WARRIORS,AWAY,DENVER NUGGETS,LOSS,2490,12,16,0,2,7,9,0,6,7,0,2,1,1,30.5
rubiori01,Ricky Rubio,UTAH JAZZ,AWAY,SAN ANTONIO SPURS,WIN,2099,11,14,3,4,9,10,0,3,9,0,0,4,3,30.2
davisan02,Anthony Davis,NEW ORLEANS PELICANS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2188,16,30,1,4,5,5,5,4,1,2,1,2,1,29.1
dragigo01,Goran Dragić,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,2104,13,23,4,6,3,3,0,2,6,2,1,0,2,28.8
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,HOME,UTAH JAZZ,LOSS,2075,12,19,1,1,6,8,2,3,3,3,2,2,4,26.9
butleji01,Jimmy Butler,MINNESOTA TIMBERWOLVES,HOME,NEW ORLEANS PELICANS,WIN,2204,11,21,2,4,6,9,1,7,7,2,0,2,1,25.8
drumman01,Andre Drummond,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,2136,11,15,0,0,1,3,7,13,1,4,4,6,2,25.6
paulch01,Chris Paul,HOUSTON ROCKETS,AWAY,CLEVELAND CAVALIERS,WIN,1645,8,14,6,9,0,0,1,7,11,1,0,0,4,25.3
smithis01,Ish Smith,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,2374,11,14,1,1,2,2,0,4,7,1,0,1,1,25.3
satorto01,Tomáš Satoranský,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,1502,7,9,3,3,2,2,2,1,6,2,0,1,2,21.6
gallida01,Danilo Gallinari,LOS ANGELES CLIPPERS,HOME,CHICAGO BULLS,WIN,1791,8,14,3,5,5,5,2,7,1,1,1,2,1,20.9
bartowi01,Will Barton,DENVER NUGGETS,HOME,GOLDEN STATE WARRIORS,WIN,2113,9,17,3,5,4,4,2,3,4,1,0,2,1,20.4
townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,NEW ORLEANS PELICANS,WIN,1971,8,16,3,3,3,4,6,10,1,1,0,1,3,20.3
mirotni01,Nikola Mirotić,NEW ORLEANS PELICANS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2118,6,13,3,8,3,5,6,6,2,4,1,2,2,19.8
onealro01,Royce O'Neale,UTAH JAZZ,AWAY,SAN ANTONIO SPURS,WIN,1945,6,7,4,4,2,2,0,5,5,3,0,3,3,19.3
richajo01,Josh Richardson,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,2187,8,13,3,6,0,0,0,1,6,3,1,2,2,18.5
anderry01,Ryan Anderson,HOUSTON ROCKETS,AWAY,CLEVELAND CAVALIERS,WIN,1998,7,13,5,9,2,3,2,6,1,1,0,0,2,18.4
bealbr01,Bradley Beal,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,1841,8,15,0,2,2,2,0,8,8,2,1,3,0,18.4
johnsja01,James Johnson,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,1729,7,12,3,6,1,1,3,2,7,2,0,3,2,18.2
poweldw01,Dwight Powell,DALLAS MAVERICKS,AWAY,SACRAMENTO KINGS,WIN,1873,7,9,0,0,3,3,4,5,1,1,0,1,1,18.1
bogdabo02,Bojan Bogdanović,INDIANA PACERS,HOME,PHILADELPHIA 76ERS,WIN,1546,5,11,4,7,5,5,0,4,1,2,0,0,1,16.8
curryst01,Stephen Curry,GOLDEN STATE WARRIORS,AWAY,DENVER NUGGETS,LOSS,2137,8,16,5,12,3,4,1,5,4,2,0,5,2,16.8
morrima02,Markieff Morris,WASHINGTON WIZARDS,AWAY,ORLANDO MAGIC,WIN,1755,7,10,0,2,2,2,0,3,3,3,0,1,1,16.4
harrito02,Tobias Harris,LOS ANGELES CLIPPERS,HOME,CHICAGO BULLS,WIN,2015,10,19,3,6,1,2,0,4,2,0,1,1,1,16.2
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,HOUSTON ROCKETS,LOSS,1882,3,10,1,2,4,4,1,8,9,2,1,2,0,15.3
lavinza01,Zach LaVine,CHICAGO BULLS,AWAY,LOS ANGELES CLIPPERS,LOSS,1867,6,18,3,6,6,6,0,9,4,1,0,0,5,15.3
jokicni01,Nikola Jokić,DENVER NUGGETS,HOME,GOLDEN STATE WARRIORS,WIN,1996,7,16,2,3,3,3,3,6,5,2,0,4,2,15.2
