slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
jokicni01,Nikola Jokić,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,2027,11,14,3,3,5,5,4,11,17,1,2,8,5,35.0
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,2341,14,21,1,2,7,12,3,8,13,0,3,6,2,33.8
bledser01,Eric Bledsoe,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,2217,9,14,3,6,6,6,1,2,8,5,0,3,1,29.3
murraja01,Jamal Murray,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,2155,9,12,5,7,3,5,3,2,5,3,0,2,3,26.4
gibsota01,Taj Gibson,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,2311,11,16,0,0,6,6,3,5,1,1,2,2,6,23.5
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2442,6,9,3,6,2,3,1,10,6,2,0,1,3,20.4
zubaciv01,Ivica Zubac,LOS ANGELES LAKERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1198,8,8,0,0,3,6,4,7,0,0,0,1,1,18.9
butleji01,Jimmy Butler,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,2477,7,20,0,7,10,11,1,4,4,1,3,1,3,18.0
teaguje01,Jeff Teague,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,2089,6,9,2,3,6,7,0,3,6,0,1,3,2,17.7
randlju01,Julius Randle,LOS ANGELES LAKERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1888,8,15,0,1,7,9,2,7,2,2,1,3,6,17.1
bartowi01,Will Barton,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,2369,5,13,4,7,5,5,0,7,5,1,0,1,3,16.3
harriga01,Gary Harris,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,2366,10,18,5,7,3,5,0,1,2,1,0,4,4,15.7
zellety01,Tyler Zeller,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1809,7,9,0,0,0,0,2,3,1,0,1,0,3,13.0
ingrabr01,Brandon Ingram,LOS ANGELES LAKERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,2024,6,14,0,2,5,7,2,2,5,0,0,2,2,11.5
crawfja01,Jamal Crawford,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,1321,6,11,2,6,1,1,0,0,3,0,0,1,0,10.8
parkeja01,Jabari Parker,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,996,5,8,1,2,1,1,2,3,0,1,0,1,0,10.7
townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,1933,2,9,0,2,6,6,2,16,4,0,2,3,4,10.3
jonesty01,Tyus Jones,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,791,3,4,2,3,0,0,1,0,2,2,0,0,2,9.7
lylestr01,Trey Lyles,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,999,5,10,2,4,0,0,0,0,0,1,2,0,2,8.6
middlkh01,Khris Middleton,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,2283,7,17,1,3,2,3,1,6,0,2,1,4,4,7.1
harride01,Devin Harris,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,1148,2,6,2,5,0,0,0,1,4,0,0,0,0,5.7
chandwi01,Wilson Chandler,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,2258,4,9,3,5,0,0,0,4,2,1,1,3,5,5.6
dienggo01,Gorgui Dieng,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,947,3,7,0,0,0,0,2,3,0,1,1,0,2,5.5
breweco01,Corey Brewer,LOS ANGELES LAKERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,804,3,6,0,0,0,0,1,1,1,1,0,0,3,4.5
snellto01,Tony Snell,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,2022,4,11,2,6,0,0,0,1,0,1,0,0,2,4.4
hartjo01,Josh Hart,LOS ANGELES LAKERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1878,4,10,0,3,0,0,1,3,0,1,0,0,3,4.0
makerth01,Thon Maker,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,1035,2,6,0,3,0,0,2,1,3,0,0,0,3,3.2
wiggian01,Andrew Wiggins,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,1962,4,11,0,1,0,0,1,3,0,0,0,0,1,3.1
lopezbr01,Brook Lopez,LOS ANGELES LAKERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1557,2,5,2,5,0,0,0,2,0,0,1,0,4,3.0
brownst02,Sterling Brown,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,789,1,4,1,3,0,0,0,5,1,0,0,0,0,2.8
arthuda01,Darrell Arthur,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,713,0,1,0,1,0,0,1,0,2,1,1,0,1,2.7
hernaju01,Juan Hernangómez,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,50,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7
bjeline01,Nemanja Bjelica,MINNESOTA TIMBERWOLVES,HOME,LOS ANGELES LAKERS,WIN,569,0,3,0,2,0,0,1,1,3,0,1,0,2,0.9
kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1117,3,12,2,9,0,0,0,2,0,0,1,1,2,0.3
munfoxa02,Xavier Munford,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
plumlma02,Marshall Plumlee,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
wilsodj01,D.J. Wilson,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
beaslma01,Malik Beasley,DENVER NUGGETS,AWAY,MILWAUKEE BUCKS,WIN,315,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
terryja01,Jason Terry,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,554,0,2,0,1,0,0,0,0,1,0,0,0,4,-2.3
kilpase01,Sean Kilpatrick,MILWAUKEE BUCKS,HOME,DENVER NUGGETS,LOSS,246,0,0,0,0,0,0,0,0,0,0,0,2,1,-2.4
thomais02,Isaiah Thomas,LOS ANGELES LAKERS,AWAY,MINNESOTA TIMBERWOLVES,LOSS,1492,3,15,0,5,1,1,0,1,5,0,1,5,2,-3.6
