slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
davisan02,Anthony Davis,NEW ORLEANS PELICANS,AWAY,NEW YORK KNICKS,WIN,2982,17,30,2,6,12,15,6,11,0,4,3,4,2,41.4
holidjr01,Jrue Holiday,NEW ORLEANS PELICANS,AWAY,NEW YORK KNICKS,WIN,2694,12,19,3,7,4,5,1,4,4,4,1,4,2,26.7
butleji01,Jimmy Butler,MINNESOTA TIMBERWOLVES,HOME,PORTLAND TRAIL BLAZERS,WIN,2048,7,11,1,1,9,11,1,4,4,2,0,0,2,24.2
jackja01,Jarrett Jack,NEW YORK KNICKS,HOME,NEW ORLEANS PELICANS,LOSS,2205,9,14,2,3,2,2,1,3,8,3,0,5,4,19.4
teaguje01,Jeff Teague,MINNESOTA TIMBERWOLVES,HOME,PORTLAND TRAIL BLAZERS,WIN,1717,8,15,1,1,5,6,0,1,8,2,0,2,2,19.4
hardati02,Tim Hardaway,NEW YORK KNICKS,HOME,NEW ORLEANS PELICANS,LOSS,1972,8,17,2,10,7,10,1,4,3,3,0,3,3,17.9
dragigo01,Goran Dragić,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,1979,9,17,4,6,3,4,0,3,2,1,0,2,0,17.6
porzikr01,Kristaps Porziņģis,NEW YORK KNICKS,HOME,NEW ORLEANS PELICANS,LOSS,2617,10,24,4,10,1,2,0,6,3,5,2,3,5,17.1
townska01,Karl-Anthony Towns,MINNESOTA TIMBERWOLVES,HOME,PORTLAND TRAIL BLAZERS,WIN,2174,6,11,2,3,6,7,0,11,2,1,0,2,4,16.4
antetgi01,Giannis Antetokounmpo,MILWAUKEE BUCKS,AWAY,MIAMI HEAT,LOSS,1837,6,12,0,0,10,10,1,5,1,1,0,2,4,16.3
josepco01,Cory Joseph,INDIANA PACERS,AWAY,PHOENIX SUNS,WIN,1902,7,11,2,3,0,0,0,1,6,1,0,0,1,16.2
kanteen01,Enes Kanter,NEW YORK KNICKS,HOME,NEW ORLEANS PELICANS,LOSS,2165,9,14,0,0,0,0,4,6,1,0,2,1,4,15.9
whiteha01,Hassan Whiteside,MIAMI HEAT,HOME,MILWAUKEE BUCKS,WIN,1505,5,6,0,0,5,7,1,9,0,2,4,4,1,15.8
collida01,Darren Collison,INDIANA PACERS,AWAY,PHOENIX SUNS,WIN,1648,8,14,1,4,2,2,2,1,2,1,0,1,0,15.5
