slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
mcderdo01,Doug McDermott,INDIANA PACERS,HOME,BOSTON CELTICS,WIN,1630,6,12,3,7,1,2,1,0,3,1,0,0,1,13.0
willizi01,Zion Williamson,NEW ORLEANS PELICANS,HOME,SAN ANTONIO SPURS,WIN,2283,7,22,0,1,4,7,5,6,0,5,1,1,3,13.0
pritcpa01,Payton Pritchard,BOSTON CELTICS,AWAY,INDIANA PACERS,LOSS,1380,5,5,3,3,0,0,0,0,2,2,0,2,0,12.9
nancela02,Larry Nance,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,2122,5,6,3,4,0,0,1,3,5,2,0,4,3,12.7
anthoco01,Cole Anthony,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1137,3,9,0,2,6,6,4,3,3,0,0,0,1,12.3
caulewi01,Willie Cauley-Stein,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,1081,3,5,0,1,3,3,4,2,2,0,1,0,0,12.2
whiteco01,Coby White,CHICAGO BULLS,HOME,GOLDEN STATE WARRIORS,LOSS,2138,8,19,4,9,0,0,0,7,5,0,0,3,1,12.1
aytonde01,Deandre Ayton,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,1758,5,11,1,2,0,0,3,12,4,0,0,1,2,12.0
sabondo01,Domantas Sabonis,INDIANA PACERS,HOME,BOSTON CELTICS,WIN,2435,8,18,2,4,1,3,2,8,5,0,1,4,2,12.0
simmobe01,Ben Simmons,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,1706,5,8,0,0,5,7,0,6,4,2,2,6,2,11.8
smartma01,Marcus Smart,BOSTON CELTICS,AWAY,INDIANA PACERS,LOSS,1898,4,8,2,4,1,2,1,2,6,2,0,2,1,11.7
leeda03,Damion Lee,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,1237,4,7,4,5,0,0,1,1,2,2,0,0,4,11.5
osmande01,Cedi Osman,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,1306,5,8,2,4,2,2,0,2,2,1,1,1,4,11.5
hartjo01,Josh Hart,NEW ORLEANS PELICANS,HOME,SAN ANTONIO SPURS,WIN,1979,3,6,1,2,5,5,1,9,0,0,0,0,3,11.2
turnemy01,Myles Turner,INDIANA PACERS,HOME,BOSTON CELTICS,WIN,1757,3,10,0,4,4,4,3,4,0,2,5,1,2,11.2
brunsja01,Jalen Brunson,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,799,4,6,1,3,2,2,0,2,3,0,0,0,0,11.1
allenja01,Jarrett Allen,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,LOSS,1521,1,2,0,0,6,8,4,10,1,0,1,2,1,11.0
ibakase01,Serge Ibaka,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,1172,6,11,0,4,1,2,1,8,1,0,1,0,2,11.0
barrerj01,RJ Barrett,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,WIN,2295,7,17,0,4,3,4,2,6,4,1,0,2,4,10.9
porteot01,Otto Porter,CHICAGO BULLS,HOME,GOLDEN STATE WARRIORS,LOSS,1245,3,4,3,4,3,4,2,4,3,0,0,3,2,10.9
biyombi01,Bismack Biyombo,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,WIN,1778,5,6,0,0,2,4,4,2,1,0,1,1,5,10.8
garlada01,Darius Garland,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,1736,7,15,0,3,0,0,0,0,7,2,0,2,2,10.4
holidju01,Justin Holiday,INDIANA PACERS,HOME,BOSTON CELTICS,WIN,1685,5,7,0,1,3,3,1,3,1,1,0,1,5,10.4
adamsst01,Steven Adams,NEW ORLEANS PELICANS,HOME,SAN ANTONIO SPURS,WIN,1851,4,7,0,0,0,2,3,6,3,0,1,0,1,10.2
looneke01,Kevon Looney,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,1013,3,5,0,0,2,2,3,1,4,0,0,0,2,10.1
washipj01,P.J. Washington,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,WIN,2075,6,16,0,2,2,6,6,6,5,2,0,3,5,10.1
grahade01,Devonte' Graham,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,WIN,2129,5,15,3,9,0,0,0,8,3,2,0,0,3,9.8
hieldbu01,Buddy Hield,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,2035,6,16,3,9,2,2,0,0,3,1,1,1,3,9.8
hortota01,Talen Horton-Tucker,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1248,4,12,2,5,2,2,0,2,3,2,1,0,2,9.8
robinmi01,Mitchell Robinson,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,WIN,2080,4,6,0,0,1,1,0,6,1,2,1,1,2,9.8
cartemi01,Michael Carter-Williams,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1387,3,3,0,0,0,0,1,5,3,2,1,2,1,9.7
leverca01,Caris LeVert,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,LOSS,1549,4,12,2,7,0,0,1,4,4,1,1,0,0,9.6
payneca01,Cameron Payne,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,1177,2,5,1,2,2,2,0,5,6,2,0,0,6,9.6
warretj01,T.J. Warren,INDIANA PACERS,HOME,BOSTON CELTICS,WIN,2250,8,14,0,1,1,1,0,5,1,1,0,2,5,9.6
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1394,3,3,0,0,2,3,0,2,2,1,0,0,1,9.3
avdijde01,Deni Avdija,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,2171,4,11,1,5,0,0,2,7,3,2,0,1,1,9.1
hutchch01,Chandler Hutchison,CHICAGO BULLS,HOME,GOLDEN STATE WARRIORS,LOSS,1167,3,5,1,2,0,0,0,8,4,1,0,1,2,9.1
harremo01,Montrezl Harrell,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1181,6,10,0,1,0,0,0,1,2,1,1,1,2,9.0
luwawti01,Timothé Luwawu-Cabarrot,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,LOSS,720,4,4,3,3,0,0,0,0,0,1,0,1,2,9.0
paulch01,Chris Paul,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,1634,4,10,0,2,0,0,1,3,12,0,0,2,4,9.0
rubiori01,Ricky Rubio,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,1086,4,8,1,4,0,0,1,3,4,0,0,0,1,9.0
walkelo01,Lonnie Walker,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,LOSS,2048,6,14,4,7,0,0,0,2,1,0,1,0,4,9.0
zubaciv01,Ivica Zubac,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,988,3,4,0,0,4,4,1,1,0,0,0,0,1,9.0
holmeri01,Richaun Holmes,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,1493,3,5,0,0,2,2,2,9,0,2,1,2,4,8.9
murrade01,Dejounte Murray,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,LOSS,1862,6,9,1,3,0,0,0,7,3,2,0,6,1,8.9
vandeja01,Jarred Vanderbilt,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,928,0,3,0,0,2,4,2,5,6,3,1,1,0,8.9
bongais01,Isaac Bonga,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,1086,2,2,2,2,0,0,1,6,1,0,1,0,2,8.5
browntr01,Troy Brown,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,1439,5,7,2,4,0,0,2,3,1,0,0,2,4,8.5
exumda01,Dante Exum,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,1385,3,5,0,1,0,0,1,3,6,2,0,1,5,8.5
millspa02,Patty Mills,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,LOSS,1386,3,6,2,4,2,2,0,2,3,0,0,1,1,8.3
josepco01,Cory Joseph,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,1216,2,4,1,2,4,4,0,2,2,1,0,1,2,8.2
holidaa01,Aaron Holiday,INDIANA PACERS,HOME,BOSTON CELTICS,WIN,1314,3,5,0,2,0,0,1,1,1,3,1,0,3,7.9
bridgmi02,Miles Bridges,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,WIN,1662,4,9,2,5,0,0,0,4,3,1,2,2,3,7.8
barneha02,Harrison Barnes,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,1734,4,6,0,1,2,3,0,7,0,0,0,1,1,7.7
johnsja01,James Johnson,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,1224,1,6,1,3,2,2,2,6,3,2,0,0,2,7.7
kaminfr01,Frank Kaminsky,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,1122,5,10,1,2,0,0,1,1,2,0,1,1,1,7.7
reidna01,Naz Reid,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,1668,5,13,1,4,0,0,1,4,4,2,0,1,5,7.6
gallola01,Langston Galloway,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,858,3,4,2,3,1,1,0,0,0,0,0,0,0,7.4
holidjr01,Jrue Holiday,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,1675,4,10,0,4,0,0,2,2,5,2,0,3,0,7.1
ntilila01,Frank Ntilikina,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,WIN,1122,4,6,4,4,0,0,0,1,0,0,0,1,4,7.1
poeltja01,Jakob Poeltl,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,LOSS,1399,4,6,0,0,0,0,0,8,0,0,2,1,3,7.0
mcdanja02,Jaden McDaniels,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,460,2,3,2,3,0,0,0,1,0,2,1,0,2,6.9
teaguje01,Jeff Teague,BOSTON CELTICS,AWAY,INDIANA PACERS,LOSS,1311,0,6,0,0,9,10,0,3,2,2,0,1,2,6.9
birchkh01,Khem Birch,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1196,1,6,0,0,4,4,2,5,2,0,1,0,1,6.8
poolejo01,Jordan Poole,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,805,3,7,2,6,2,2,0,2,1,0,0,0,2,6.8
schrode01,Dennis Schröder,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,1514,5,10,0,3,1,1,0,4,4,1,0,3,3,6.8
mathida01,Dakota Mathias,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,424,3,6,2,4,0,0,0,1,2,0,0,0,0,6.7
mckinal01,Alfonzo McKinnie,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,460,3,3,0,0,2,2,1,1,0,0,0,1,1,6.7
divindo01,Donte DiVincenzo,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,1410,4,7,2,4,0,1,0,2,1,0,0,1,0,6.6
finnedo01,Dorian Finney-Smith,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,1082,2,4,2,4,2,2,0,1,1,0,0,0,1,6.6
laymaja01,Jake Layman,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,887,4,8,0,1,2,2,0,3,0,0,0,0,1,6.5
scottmi01,Mike Scott,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,1117,4,8,3,7,1,2,2,1,0,1,0,3,2,6.5
beaslma01,Malik Beasley,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,1467,3,9,0,3,2,3,0,5,2,1,0,0,0,6.4
dinwisp01,Spencer Dinwiddie,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,LOSS,911,2,4,1,2,0,0,0,4,3,0,0,0,0,6.3
georgpa01,Paul George,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,1449,4,13,0,6,7,8,0,2,4,0,0,4,1,6.1
klebima01,Maxi Kleber,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,1024,1,2,1,2,2,2,0,5,1,0,1,0,2,6.1
willipa01,Patrick Williams,CHICAGO BULLS,HOME,GOLDEN STATE WARRIORS,LOSS,1581,2,5,0,1,2,2,1,3,2,0,3,2,1,6.0
carusal01,Alex Caruso,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,631,3,4,1,2,0,0,0,2,0,0,0,0,1,5.6
knoxke01,Kevin Knox,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,WIN,1575,3,8,1,4,0,0,0,4,2,1,1,1,1,5.5
toscaju01,Juan Toscano-Anderson,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,1152,2,3,1,2,0,0,0,5,1,1,0,1,1,5.5
derozde01,DeMar DeRozan,SAN ANTONIO SPURS,AWAY,NEW ORLEANS PELICANS,LOSS,1863,3,12,0,4,2,2,0,3,10,0,1,2,5,5.4
mcgeeja01,JaVale McGee,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,986,2,6,1,2,2,2,0,6,2,0,2,2,2,5.4
morrima02,Markieff Morris,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,906,3,7,1,4,0,0,1,5,1,0,2,1,3,5.4
edwaran01,Anthony Edwards,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,1712,6,21,1,9,2,2,2,2,2,1,0,1,2,5.3
guyky01,Kyle Guy,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,345,1,2,1,1,2,2,0,2,1,0,0,0,0,5.3
whiteha01,Hassan Whiteside,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,624,3,4,0,0,0,2,0,2,0,0,2,0,1,5.2
burketr01,Trey Burke,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,1050,2,3,1,2,0,0,0,2,1,1,0,1,0,5.0
nworajo01,Jordan Nwora,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,447,4,6,1,2,0,0,0,2,0,0,0,2,0,5.0
wanambr01,Brad Wanamaker,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,864,1,4,0,2,0,0,0,1,5,4,0,2,1,5.0
theisda01,Daniel Theis,BOSTON CELTICS,AWAY,INDIANA PACERS,LOSS,896,2,5,0,2,0,0,0,4,0,1,2,0,0,4.9
bradlto01,Tony Bradley,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,1045,2,7,0,0,0,1,4,4,1,0,2,0,2,4.8
jacksre01,Reggie Jackson,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,1254,3,6,2,5,0,0,0,3,1,0,0,2,0,4.6
martico01,Cody Martin,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,WIN,1063,2,6,0,3,0,0,2,4,4,0,0,1,1,4.6
lopezbr01,Brook Lopez,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,1251,2,7,0,4,2,2,2,0,0,1,2,0,3,4.5
lopezro01,Robin Lopez,WASHINGTON WIZARDS,HOME,ORLANDO MAGIC,LOSS,933,4,6,0,0,0,1,2,3,0,0,0,2,2,4.5
poweldw01,Dwight Powell,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,1074,1,1,0,0,2,2,1,3,0,1,0,1,2,4.5
hernaju01,Juan Hernangómez,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,804,2,6,1,3,1,3,2,3,0,0,1,0,1,4.4
greenda02,Danny Green,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,1050,1,2,0,1,2,2,1,2,1,0,1,1,1,4.3
loveke01,Kevin Love,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,WIN,530,2,6,0,1,0,0,1,2,2,1,0,0,0,4.3
merrisa01,Sam Merrill,MILWAUKEE BUCKS,AWAY,NEW YORK KNICKS,LOSS,447,1,2,1,1,0,0,1,2,2,0,0,0,1,4.3
bacondw01,Dwayne Bacon,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1036,2,4,0,1,2,2,0,3,0,0,1,1,1,4.2
curryse01,Seth Curry,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,1466,2,7,2,5,2,2,0,1,4,0,0,2,2,4.2
bullore01,Reggie Bullock,NEW YORK KNICKS,HOME,MILWAUKEE BUCKS,WIN,1013,2,5,1,2,2,2,0,3,1,0,0,1,2,4.1
harrijo01,Joe Harris,BROOKLYN NETS,AWAY,CHARLOTTE HORNETS,LOSS,1939,5,12,3,7,0,0,0,2,1,0,0,3,2,4.1
howardw01,Dwight Howard,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,900,4,4,0,0,1,2,1,2,0,0,0,3,4,4.1
kabenmf01,Mfiondu Kabengele,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,911,1,3,1,3,2,2,0,2,0,1,0,0,2,4.1
ballla01,LaMelo Ball,CHARLOTTE HORNETS,HOME,BROOKLYN NETS,WIN,1201,2,6,2,3,0,0,0,5,5,1,0,3,4,4.0
cookqu01,Quinn Cook,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,513,2,5,0,3,1,1,0,1,2,0,0,0,0,4.0
davised01,Ed Davis,MINNESOTA TIMBERWOLVES,AWAY,LOS ANGELES LAKERS,LOSS,752,2,5,0,0,0,0,7,0,1,0,1,2,4,4.0
mccontj01,T.J. McConnell,INDIANA PACERS,HOME,BOSTON CELTICS,WIN,1148,1,2,0,0,0,0,0,3,7,1,0,3,2,4.0
carteje01,Jevon Carter,PHOENIX SUNS,AWAY,SACRAMENTO KINGS,WIN,607,2,4,1,2,0,0,0,1,0,1,0,0,1,3.9
iwundwe01,Wesley Iwundu,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,694,3,6,0,2,0,0,0,1,0,1,0,0,1,3.9
muldemy01,Mychal Mulder,GOLDEN STATE WARRIORS,AWAY,CHICAGO BULLS,WIN,634,2,6,2,5,1,2,0,0,0,1,0,0,1,3.8
bjeline01,Nemanja Bjelica,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,667,1,3,1,1,0,0,0,3,2,0,0,0,0,3.6
baglema01,Marvin Bagley,SACRAMENTO KINGS,HOME,PHOENIX SUNS,LOSS,1648,5,13,1,2,0,0,0,8,1,1,0,3,4,3.4
gordoaa01,Aaron Gordon,ORLANDO MAGIC,AWAY,WASHINGTON WIZARDS,WIN,1188,1,4,0,1,2,2,0,6,0,0,0,0,0,3.4
dudleja01,Jared Dudley,LOS ANGELES LAKERS,HOME,MINNESOTA TIMBERWOLVES,WIN,460,1,1,1,1,0,0,0,2,0,0,0,0,0,3.3
greenjo02,Josh Green,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,694,1,3,0,0,2,2,0,2,2,0,0,1,0,3.3
hayesja02,Jaxson Hayes,NEW ORLEANS PELICANS,HOME,SAN ANTONIO SPURS,WIN,1029,2,3,0,0,2,2,0,4,0,0,0,1,4,3.3
batumni01,Nicolas Batum,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,1290,2,4,0,1,0,0,1,5,1,0,0,1,2,3.1
joeis01,Isaiah Joe,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,LOSS,424,1,2,0,1,0,0,0,1,1,1,0,0,0,3.0
