slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
irvinky01,Kyrie Irving,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,2406,14,23,5,7,7,8,2,5,5,0,1,1,1,34.8
clarkjo01,Jordan Clarkson,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,2259,12,19,1,5,4,5,3,3,10,3,0,1,2,31.3
randlju01,Julius Randle,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,2193,11,17,0,1,5,6,4,8,5,1,0,2,4,25.2
holliro01,Rondae Hollis-Jefferson,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,1856,8,15,2,4,3,4,1,7,7,0,1,1,2,19.9
paytoel01,Elfrid Payton,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,2073,9,16,0,1,4,6,2,4,2,1,0,1,1,17.2
youngth01,Thaddeus Young,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,2331,6,13,0,3,2,2,4,3,4,3,1,0,3,16.3
dinwisp01,Spencer Dinwiddie,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,1838,9,13,4,6,0,0,0,4,5,0,0,5,1,15.8
gasolpa01,Pau Gasol,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,1864,6,8,0,2,2,3,1,8,4,0,3,2,2,15.6
collida01,Darren Collison,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,2025,6,12,1,3,2,2,0,2,4,3,0,0,0,15.4
carusal01,Alex Caruso,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,1835,4,6,1,1,0,0,1,3,8,2,0,0,1,15.2
harrito02,Tobias Harris,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,2139,8,18,1,4,3,3,0,7,5,0,1,1,2,15.1
anderky01,Kyle Anderson,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,2050,4,6,2,4,0,0,0,9,3,4,3,3,1,14.9
nancela02,Larry Nance,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,1906,5,9,0,0,3,4,3,2,1,1,2,0,2,13.3
porzikr01,Kristaps Porziņģis,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,1706,7,13,2,2,1,3,0,4,1,1,1,0,3,12.3
johnsst04,Stanley Johnson,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,1572,6,11,1,3,5,5,2,2,0,0,0,1,4,12.1
carrode01,DeMarre Carroll,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,2045,6,15,2,7,2,2,1,4,3,1,0,1,0,11.9
hardati02,Tim Hardaway,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,1765,5,12,5,9,2,3,0,3,0,0,1,0,1,11.4
macksh01,Shelvin Mack,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,1482,5,8,0,0,0,0,0,2,4,3,0,0,4,11.2
oladivi01,Victor Oladipo,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,2170,8,15,1,2,2,2,0,4,1,3,0,5,1,11.2
parketo01,Tony Parker,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,1208,5,10,1,2,1,2,0,3,5,1,0,1,0,11.0
beaslmi01,Michael Beasley,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,820,7,9,1,2,2,2,0,1,1,0,0,2,5,10.5
fournev01,Evan Fournier,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,2106,8,19,3,6,0,0,0,3,3,1,1,2,3,10.4
horfoal01,Al Horford,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,1963,4,11,1,2,0,0,1,4,6,1,1,0,1,10.3
leeco01,Courtney Lee,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,2030,7,12,2,4,0,0,0,1,2,0,0,1,2,10.3
kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,627,6,8,2,4,1,3,0,0,0,0,0,0,2,10.2
brownja02,Jaylen Brown,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,2205,7,12,1,3,2,2,1,6,1,0,1,4,3,10.1
kanteen01,Enes Kanter,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,1748,6,9,0,0,0,0,5,9,2,0,0,4,4,10.1
lopezbr01,Brook Lopez,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,884,5,9,4,6,0,0,0,4,0,0,0,1,0,9.9
stephla01,Lance Stephenson,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,1331,4,7,1,1,0,0,1,7,3,0,0,1,1,9.2
morrima03,Marcus Morris,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,1589,4,9,0,3,4,4,2,3,1,1,0,1,3,9.1
smithis01,Ish Smith,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,1616,4,11,1,2,2,2,0,2,3,1,1,0,1,8.9
drumman01,Andre Drummond,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,1581,3,8,0,1,1,2,3,10,4,0,1,0,5,8.8
kennalu01,Luke Kennard,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,1332,5,9,3,6,0,0,0,0,1,0,1,1,2,8.3
bogdabo02,Bojan Bogdanović,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,1581,3,9,0,3,4,4,0,3,1,3,0,1,1,8.1
breweco01,Corey Brewer,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,1355,3,6,1,4,0,0,0,5,2,2,0,0,2,8.1
harrijo01,Joe Harris,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,1393,4,7,1,3,3,4,0,3,1,0,0,1,2,8.1
augusdj01,D.J. Augustin,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,814,3,6,1,3,3,3,2,1,1,0,0,1,1,8.0
murrade01,Dejounte Murray,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,1672,3,8,0,1,2,2,2,5,4,3,1,4,5,7.0
tatumja01,Jayson Tatum,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,1845,4,11,1,4,0,0,3,7,1,1,1,2,2,6.7
simmojo02,Jonathon Simmons,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,1542,4,7,0,3,1,1,0,2,4,1,2,3,5,6.5
forbebr01,Bryn Forbes,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,1348,4,8,2,5,2,5,0,3,1,0,0,2,0,6.4
gallola01,Langston Galloway,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,1264,3,9,1,3,1,2,0,4,5,2,0,2,2,6.4
zellety01,Tyler Zeller,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,987,2,4,0,0,1,1,1,8,1,0,0,0,1,6.4
gordoaa01,Aaron Gordon,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,2259,5,17,0,3,1,2,3,10,4,0,0,2,1,6.2
leverca01,Caris LeVert,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,1322,2,7,0,2,5,9,1,3,3,0,0,0,2,6.2
ntilila01,Frank Ntilikina,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,1066,3,4,1,1,0,0,0,0,3,0,0,1,1,6.1
theisda01,Daniel Theis,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,673,2,3,0,0,0,0,1,4,2,0,2,1,1,6.0
biyombi01,Bismack Biyombo,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,1253,1,1,0,0,2,2,0,0,0,0,3,0,0,5.8
jackja01,Jarrett Jack,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,1543,3,11,0,4,0,0,1,2,10,1,0,3,0,5.8
crabbal01,Allen Crabbe,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,1657,2,5,2,3,0,0,0,4,0,0,2,0,1,5.5
bullore01,Reggie Bullock,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,1299,3,5,1,3,0,0,0,0,1,0,0,0,0,5.4
josepco01,Cory Joseph,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,1854,4,8,1,3,0,0,1,5,0,1,0,2,2,5.4
aldrila01,LaMarcus Aldridge,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,2208,5,14,0,1,0,0,6,4,1,0,2,4,1,5.3
birchkh01,Khem Birch,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,1023,2,7,0,0,0,0,3,4,1,1,2,0,3,5.1
oquinky01,Kyle O'Quinn,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,834,2,3,0,0,2,2,0,2,2,1,2,4,0,5.1
tollian01,Anthony Tolliver,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,1386,2,5,1,4,2,2,0,3,1,0,0,0,2,5.1
burketr01,Trey Burke,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,431,2,4,0,0,0,0,0,0,4,0,0,0,0,4.8
sabondo01,Domantas Sabonis,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,1661,2,8,0,2,5,6,1,2,1,1,0,0,5,4.8
speigma01,Marreese Speights,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,467,2,3,1,1,0,0,0,1,0,0,1,0,0,4.7
hezonma01,Mario Hezonja,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,758,3,6,1,3,0,2,2,1,0,0,0,0,1,4.5
moreler01,Eric Moreland,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,654,1,2,0,0,0,0,2,7,0,0,0,0,1,4.1
jeffeal01,Al Jefferson,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,1090,4,10,0,0,1,1,0,7,0,0,0,1,2,3.9
millspa02,Patty Mills,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,1335,3,7,2,6,0,0,1,0,2,0,0,3,0,3.4
ingrabr01,Brandon Ingram,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,1465,4,13,0,2,2,3,0,2,3,0,0,1,2,3.0
bryanth01,Thomas Bryant,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,61,1,1,1,1,0,0,0,0,0,0,0,0,0,2.7
mcderdo01,Doug McDermott,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,802,1,3,1,3,0,0,0,1,2,0,0,0,1,2.6
hernawi01,Willy Hernangómez,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,490,1,1,0,0,0,0,0,2,2,0,0,1,1,2.3
iwundwe01,Wesley Iwundu,ORLANDO MAGIC,AWAY,BOSTON CELTICS,WIN,623,1,2,0,1,0,0,1,3,1,0,0,1,0,2.3
ennisty01,Tyler Ennis,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,671,0,2,0,1,0,0,1,0,2,1,0,0,0,1.7
acyqu01,Quincy Acy,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,1329,1,5,1,3,0,0,1,3,1,0,0,0,2,1.4
thomala01,Lance Thomas,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,523,0,0,0,0,0,0,0,1,2,0,1,1,0,1.4
bertada01,Dāvis Bertāns,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,1256,3,12,1,8,0,0,0,3,1,0,1,0,3,0.9
bakerro01,Ron Baker,NEW YORK KNICKS,AWAY,LOS ANGELES LAKERS,LOSS,642,0,0,0,0,0,0,1,0,1,0,0,0,2,0.6
greenda02,Danny Green,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,1372,2,9,1,5,0,0,0,1,3,0,0,1,1,0.5
okafoja01,Jahlil Okafor,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,395,1,3,0,0,0,0,0,1,1,0,0,1,0,0.3
larkish01,Shane Larkin,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,432,0,0,0,0,0,0,0,1,1,0,0,0,2,0.2
hayesni01,Nigel Hayes,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
whitede01,Derrick White,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
bradlav01,Avery Bradley,DETROIT PISTONS,HOME,BROOKLYN NETS,LOSS,1557,3,12,0,3,1,1,0,1,1,0,0,1,0,-0.2
leaftj01,T.J. Leaf,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,135,0,1,0,1,0,0,0,1,0,0,0,0,0,-0.4
paulbr01,Brandon Paul,SAN ANTONIO SPURS,HOME,INDIANA PACERS,LOSS,49,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4
roziete01,Terry Rozier,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,1239,1,9,0,5,0,0,0,2,1,2,2,1,1,-0.6
baynear01,Aron Baynes,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,293,0,2,0,0,0,0,1,0,1,0,1,1,1,-0.7
youngjo01,Joe Young,INDIANA PACERS,AWAY,SAN ANTONIO SPURS,WIN,222,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.7
zubaciv01,Ivica Zubac,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,61,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0
ojelese01,Semi Ojeleye,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,572,0,2,0,2,0,0,0,1,0,0,0,0,0,-1.1
hartjo01,Josh Hart,LOS ANGELES LAKERS,HOME,NEW YORK KNICKS,WIN,1022,0,1,0,1,0,0,0,0,0,0,1,0,3,-1.2
smartma01,Marcus Smart,BOSTON CELTICS,HOME,ORLANDO MAGIC,LOSS,1183,1,3,0,1,0,0,0,0,3,1,0,4,3,-1.8
allenja01,Jarrett Allen,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,710,1,1,0,0,0,0,2,2,0,0,0,4,4,-1.9
russeda01,D'Angelo Russell,BROOKLYN NETS,AWAY,DETROIT PISTONS,WIN,869,1,5,1,3,0,0,0,0,1,0,0,2,3,-2.6
