slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
schrode01,Dennis Schröder,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2178,8,16,1,2,7,7,0,4,4,1,0,2,3,17.8
mccolcj01,CJ McCollum,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,2214,7,22,3,11,3,3,1,2,11,3,1,2,1,17.7
goberru01,Rudy Gobert,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,WIN,2209,6,8,0,0,0,0,0,10,4,1,4,1,1,17.0
bogdabo02,Bojan Bogdanović,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,WIN,2084,8,17,5,9,2,2,0,3,1,2,0,1,0,16.9
woodch01,Christian Wood,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,2209,9,20,4,5,1,2,0,3,1,2,2,0,1,16.8
brookdi01,Dillon Brooks,MEMPHIS GRIZZLIES,AWAY,BROOKLYN NETS,WIN,2117,9,19,2,4,4,4,3,4,4,3,0,5,5,16.4
wrighde01,Delon Wright,DETROIT PISTONS,AWAY,ATLANTA HAWKS,LOSS,1305,5,9,1,2,7,8,1,4,4,0,2,2,3,16.2
valanjo01,Jonas Valančiūnas,MEMPHIS GRIZZLIES,AWAY,BROOKLYN NETS,WIN,2347,6,11,0,1,2,2,0,14,2,1,3,1,2,15.6
bogdabo01,Bogdan Bogdanović,ATLANTA HAWKS,HOME,DETROIT PISTONS,WIN,1827,6,10,5,7,0,0,0,5,5,0,1,2,2,15.3
clarkbr01,Brandon Clarke,MEMPHIS GRIZZLIES,AWAY,BROOKLYN NETS,WIN,1738,6,11,1,1,3,7,4,3,2,1,0,0,0,15.2
murraja01,Jamal Murray,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1865,7,14,4,6,3,7,2,3,2,0,1,2,0,14.8
rondora01,Rajon Rondo,ATLANTA HAWKS,HOME,DETROIT PISTONS,WIN,905,5,8,2,3,0,0,0,0,8,0,1,0,0,14.7
gilgesh01,Shai Gilgeous-Alexander,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,LOSS,2185,9,21,1,7,4,4,0,3,7,1,1,4,3,14.2
nurkiju01,Jusuf Nurkić,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,1555,5,7,0,1,0,0,2,10,3,1,0,0,1,14.2
harrijo01,Joe Harris,BROOKLYN NETS,HOME,MEMPHIS GRIZZLIES,LOSS,2506,5,13,2,4,2,2,5,3,3,1,0,0,1,14.0
millspa01,Paul Millsap,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1484,7,8,3,4,2,3,0,3,1,0,0,3,1,14.0
luwawti01,Timothé Luwawu-Cabarrot,BROOKLYN NETS,HOME,MEMPHIS GRIZZLIES,LOSS,2393,7,17,3,10,4,4,1,5,2,2,1,4,1,13.8
harriga01,Gary Harris,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1736,6,10,2,6,0,1,1,2,2,3,0,1,1,13.3
kanteen01,Enes Kanter,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,1325,6,9,0,0,0,0,3,11,0,1,0,0,3,13.3
hillge01,George Hill,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,LOSS,1504,5,13,0,4,4,5,3,2,4,1,0,0,0,13.0
morrimo01,Monte Morris,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1411,5,7,1,3,1,3,0,4,5,0,1,0,2,12.9
tuckepj01,P.J. Tucker,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,1619,3,4,3,4,0,0,0,3,4,2,0,0,2,12.3
collijo01,John Collins,ATLANTA HAWKS,HOME,DETROIT PISTONS,WIN,1569,4,7,1,1,6,6,2,3,2,0,1,2,5,12.1
clarkjo01,Jordan Clarkson,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,WIN,1542,5,10,2,5,4,4,2,2,2,1,0,3,1,12.0
portemi01,Michael Porter,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1418,5,11,2,6,2,3,0,9,2,0,1,0,2,11.9
brownst02,Sterling Brown,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,1840,5,8,2,5,0,0,1,3,2,1,0,0,3,11.2
reddica01,Cam Reddish,ATLANTA HAWKS,HOME,DETROIT PISTONS,WIN,1570,4,10,2,5,1,2,1,6,3,3,0,1,2,11.0
nwabada01,David Nwaba,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,1918,5,11,1,3,3,5,1,4,1,2,0,1,2,10.3
davisan02,Anthony Davis,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,2269,6,14,0,0,1,2,1,9,5,1,0,3,1,9.7
capelca01,Clint Capela,ATLANTA HAWKS,HOME,DETROIT PISTONS,WIN,1194,3,5,0,0,1,2,2,7,1,0,2,0,1,9.5
horfoal01,Al Horford,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,LOSS,1752,4,10,3,7,0,0,0,5,4,1,0,1,1,9.5
allenja01,Jarrett Allen,BROOKLYN NETS,HOME,MEMPHIS GRIZZLIES,LOSS,1343,3,6,0,0,2,3,5,10,1,0,0,2,1,9.4
harremo01,Montrezl Harrell,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1636,3,5,0,0,3,3,2,4,1,0,0,1,1,8.6
onealro01,Royce O'Neale,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,WIN,2039,3,3,2,2,1,2,2,4,0,1,1,2,4,8.4
hayeski01,Killian Hayes,DETROIT PISTONS,AWAY,ATLANTA HAWKS,LOSS,1763,4,12,2,6,0,0,1,1,8,2,0,2,4,8.2
hillso01,Solomon Hill,ATLANTA HAWKS,HOME,DETROIT PISTONS,WIN,1195,4,8,4,8,0,0,0,2,0,1,1,1,3,8.1
jordade01,DeAndre Jordan,BROOKLYN NETS,HOME,MEMPHIS GRIZZLIES,LOSS,1796,2,2,0,0,0,0,1,8,5,0,4,4,4,7.2
mitchdo01,Donovan Mitchell,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,WIN,2087,8,23,2,10,2,4,0,2,5,1,0,3,3,7.2
jonesty01,Tyus Jones,MEMPHIS GRIZZLIES,AWAY,BROOKLYN NETS,WIN,2083,4,12,0,2,1,1,1,4,4,2,0,1,2,7.1
caldwke01,Kentavious Caldwell-Pope,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1713,5,9,4,5,0,0,0,1,0,0,0,3,0,7.0
dienggo01,Gorgui Dieng,MEMPHIS GRIZZLIES,AWAY,BROOKLYN NETS,WIN,833,3,7,1,3,0,0,2,3,1,1,1,1,0,7.0
greenje02,Jeff Green,BROOKLYN NETS,HOME,MEMPHIS GRIZZLIES,LOSS,1419,3,6,2,4,0,0,0,1,1,1,1,0,2,6.9
diallha01,Hamidou Diallo,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,LOSS,1192,3,7,0,0,1,2,1,5,1,1,1,0,2,6.7
beysa01,Saddiq Bey,DETROIT PISTONS,AWAY,ATLANTA HAWKS,LOSS,1815,3,11,2,7,2,2,1,6,1,0,0,0,1,6.3
shamela01,Landry Shamet,BROOKLYN NETS,HOME,MEMPHIS GRIZZLIES,LOSS,1443,2,5,1,3,0,0,0,1,1,3,0,0,0,6.3
huertke01,Kevin Huerter,ATLANTA HAWKS,HOME,DETROIT PISTONS,WIN,1606,2,8,1,5,4,4,2,1,2,1,0,1,3,6.1
fernabr01,Bruno Fernando,ATLANTA HAWKS,HOME,DETROIT PISTONS,WIN,638,2,2,0,0,1,1,1,4,0,0,1,1,0,6.0
gasolma01,Marc Gasol,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1161,2,4,0,1,0,1,1,6,0,1,2,0,2,5.7
bartowi01,Will Barton,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1364,5,12,1,4,0,0,0,4,0,0,1,1,0,5.5
covinro01,Robert Covington,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,2269,2,9,0,6,0,0,1,5,2,3,1,0,2,5.0
muscami01,Mike Muscala,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,LOSS,1128,3,9,3,7,0,0,1,1,1,0,1,1,1,4.9
bazleda01,Darius Bazley,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,LOSS,2001,3,8,2,4,1,2,0,11,0,0,1,3,1,4.8
chiozch01,Chris Chiozza,BROOKLYN NETS,HOME,MEMPHIS GRIZZLIES,LOSS,1594,5,14,3,8,1,2,0,1,4,0,0,3,3,4.7
hortota01,Talen Horton-Tucker,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,575,3,6,0,2,0,0,0,2,0,1,0,0,0,4.6
ellinwa01,Wayne Ellington,DETROIT PISTONS,AWAY,ATLANTA HAWKS,LOSS,1233,4,10,2,7,1,1,1,0,0,0,0,1,2,4.5
favorde01,Derrick Favors,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,WIN,670,3,4,0,0,0,0,1,2,0,1,0,1,3,4.5
princta02,Taurean Prince,BROOKLYN NETS,HOME,MEMPHIS GRIZZLIES,LOSS,1115,2,8,1,4,4,4,0,5,0,1,0,1,3,4.5
huntede01,De'Andre Hunter,ATLANTA HAWKS,HOME,DETROIT PISTONS,WIN,1921,4,11,3,7,0,2,0,6,3,0,0,2,4,4.4
maledth01,Théo Maledon,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,LOSS,1184,2,2,1,1,1,2,0,0,2,1,0,3,1,4.0
hoodro01,Rodney Hood,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,932,2,6,1,2,0,0,0,1,3,1,0,1,1,3.6
willike04,Kenrich Williams,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,LOSS,686,2,3,0,0,0,0,1,0,1,0,0,0,2,3.3
stewais01,Isaiah Stewart,DETROIT PISTONS,AWAY,ATLANTA HAWKS,LOSS,867,1,4,0,0,0,0,5,3,2,0,0,1,3,3.2
doziepj01,PJ Dozier,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,1179,1,5,0,0,1,2,2,3,1,1,1,1,1,2.8
harteis01,Isaiah Hartenstein,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,580,1,3,0,0,3,6,2,2,0,1,0,1,4,2.5
matthwe02,Wesley Matthews,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,919,1,3,0,2,0,0,0,1,3,0,0,0,1,2.3
inglejo01,Joe Ingles,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,WIN,1223,2,4,0,2,0,0,0,4,3,1,0,3,3,2.1
doumbse01,Sekou Doumbouya,DETROIT PISTONS,AWAY,ATLANTA HAWKS,LOSS,622,1,3,0,0,0,0,1,0,0,1,0,0,0,2.0
konchjo01,John Konchar,MEMPHIS GRIZZLIES,AWAY,BROOKLYN NETS,WIN,951,1,3,0,1,0,0,0,2,0,1,0,0,0,1.9
campafa01,Facundo Campazzo,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,326,0,1,0,0,4,4,0,1,0,0,0,1,2,1.8
banede01,Desmond Bane,MEMPHIS GRIZZLIES,AWAY,BROOKLYN NETS,WIN,1435,2,6,2,5,0,0,1,2,0,0,0,1,3,1.7
hamptrj01,R.J. Hampton,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,247,1,1,0,0,0,0,0,1,0,0,0,0,1,1.6
moranja01,Ja Morant,MEMPHIS GRIZZLIES,AWAY,BROOKLYN NETS,WIN,756,2,7,0,0,3,3,1,1,3,0,0,4,1,1.6
tateja01,Jae'Sean Tate,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,1527,2,6,1,3,0,0,2,5,2,0,1,3,5,1.6
morrima02,Markieff Morris,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,405,0,1,0,0,0,0,0,1,1,0,1,0,1,0.6
pokusal01,Aleksej Pokusevski,OKLAHOMA CITY THUNDER,HOME,UTAH JAZZ,LOSS,866,0,2,0,1,0,0,0,2,0,1,1,0,1,0.5
allengr01,Grayson Allen,MEMPHIS GRIZZLIES,AWAY,BROOKLYN NETS,WIN,1437,0,5,0,4,3,4,1,3,1,1,0,2,0,0.4
mykhasv01,Sviatoslav Mykhailiuk,DETROIT PISTONS,AWAY,ATLANTA HAWKS,LOSS,843,1,6,0,4,2,2,0,2,0,0,0,0,1,0.4
thomabr01,Brodric Thomas,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,491,1,3,0,2,3,5,0,0,1,0,0,2,2,0.4
simonan01,Anfernee Simons,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,292,0,0,0,0,0,0,0,0,1,0,0,0,1,0.3
houseda01,Danuel House,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,1736,1,9,0,5,1,2,0,4,6,0,0,0,5,0.1
onimi01,Miye Oni,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,WIN,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
jonesde02,Derrick Jones,PORTLAND TRAIL BLAZERS,AWAY,LOS ANGELES LAKERS,WIN,2207,1,9,0,5,3,4,0,2,1,0,3,1,4,-0.5
bolbo01,Bol Bol,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,309,0,2,0,0,0,0,0,1,0,0,1,0,1,-0.8
nnajize01,Zeke Nnaji,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,217,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.1
niangge01,Georges Niang,UTAH JAZZ,AWAY,OKLAHOMA CITY THUNDER,WIN,503,0,2,0,2,0,0,0,1,0,0,0,0,1,-1.5
cancavl01,Vlatko Čančar,DENVER NUGGETS,HOME,HOUSTON ROCKETS,WIN,217,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.7
kuzmaky01,Kyle Kuzma,LOS ANGELES LAKERS,HOME,PORTLAND TRAIL BLAZERS,LOSS,1389,2,9,2,8,0,0,0,0,0,0,1,2,3,-2.0
cabocbr01,Bruno Caboclo,HOUSTON ROCKETS,AWAY,DENVER NUGGETS,LOSS,1171,3,9,0,3,0,0,1,5,0,0,0,4,3,-2.1
